model,env,item_id,lp__abstract__failed,lp__abstract__gold,lp__abstract_min__failed,lp__abstract_min__gold,lp__fail__distractor0,lp__fail__distractor1,lp__fail__failed,lp__fail__gold,lp__fail_early__failed,lp__fail_early__gold,lp__fail_echo__failed,lp__fail_echo__gold,lp__fail_instr__failed,lp__fail_instr__gold,lp__fail_k2__failed,lp__fail_k2__gold,lp__fail_k3__failed,lp__fail_k3__gold,lp__fail_other__failed,lp__fail_other__gold,lp__fail_terse__failed,lp__fail_terse__gold,lp__fail_verbose__failed,lp__fail_verbose__gold,lp__neut__failed,lp__neut__gold,lp__neut_pad__failed,lp__neut_pad__gold,lp__pre__distractor0,lp__pre__distractor1,lp__pre__failed,lp__pre__gold,lp__succ__failed,lp__succ__gold,greedy__abstract__failed,greedy__abstract__gold,greedy__abstract_min__failed,greedy__abstract_min__gold,greedy__fail__distractor0,greedy__fail__distractor1,greedy__fail__failed,greedy__fail__gold,greedy__fail_early__failed,greedy__fail_early__gold,greedy__fail_echo__failed,greedy__fail_echo__gold,greedy__fail_instr__failed,greedy__fail_instr__gold,greedy__fail_k2__failed,greedy__fail_k2__gold,greedy__fail_k3__failed,greedy__fail_k3__gold,greedy__fail_other__failed,greedy__fail_other__gold,greedy__fail_terse__failed,greedy__fail_terse__gold,greedy__fail_verbose__failed,greedy__fail_verbose__gold,greedy__neut__failed,greedy__neut__gold,greedy__neut_pad__failed,greedy__neut_pad__gold,greedy__pre__distractor0,greedy__pre__distractor1,greedy__pre__failed,greedy__pre__gold,greedy__succ__failed,greedy__succ__gold,ntok__abstract__failed,ntok__abstract__gold,ntok__abstract_min__failed,ntok__abstract_min__gold,ntok__fail__distractor0,ntok__fail__distractor1,ntok__fail__failed,ntok__fail__gold,ntok__fail_early__failed,ntok__fail_early__gold,ntok__fail_echo__failed,ntok__fail_echo__gold,ntok__fail_instr__failed,ntok__fail_instr__gold,ntok__fail_k2__failed,ntok__fail_k2__gold,ntok__fail_k3__failed,ntok__fail_k3__gold,ntok__fail_other__failed,ntok__fail_other__gold,ntok__fail_terse__failed,ntok__fail_terse__gold,ntok__fail_verbose__failed,ntok__fail_verbose__gold,ntok__neut__failed,ntok__neut__gold,ntok__neut_pad__failed,ntok__neut_pad__gold,ntok__pre__distractor0,ntok__pre__distractor1,ntok__pre__failed,ntok__pre__gold,ntok__succ__failed,ntok__succ__gold,ctx__abstract,ctx__abstract_min,ctx__fail,ctx__fail_early,ctx__fail_echo,ctx__fail_instr,ctx__fail_k2,ctx__fail_k3,ctx__fail_other,ctx__fail_terse,ctx__fail_verbose,ctx__neut,ctx__neut_pad,ctx__pre,ctx__succ,G,G_pad,copy,sem,copy_pad,sem_pad,polarity,G_abstract,delta_abstract,repair,repair_abstract,margin_pre,margin_fail,margin_abstract,margin_shift,G_fail_echo,delta_fail_echo,G_fail_terse,delta_fail_terse,G_fail_verbose,delta_fail_verbose,G_fail_instr,delta_fail_instr,G_fail_k2,delta_fail_k2,G_fail_k3,delta_fail_k3,G_fail_early,delta_fail_early,G_fail_other,delta_fail_other,G_abstract_min,delta_abstract_min,copy_succ,sem_succ,G_per_token,copy_per_token,sem_per_token,G_negative,p_repeat_pre,p_repeat_fail,p_repeat_abstract,p_repeat_neut,p_repeat_succ,p_repeat_shift,greedy_repeat_pre,greedy_repeat_fail,greedy_repeat_abstract
qwen2.5-0.5b,coderepair,mbpp-0167-flip_comparison-0,-104.35132265090942,-65.4108510017395,,,-46.316904067993164,-25.411441802978516,-13.064128875732422,-11.445743083953857,,,,,,,,,,,,,,,,,-9.862574338912964,-6.043311834335327,,,-110.12967193126678,-77.22650420665741,-107.64133727550507,-64.99086272716522,-12.982123851776123,-9.71786880493164,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,61.0,59.0,,,62.0,59.0,61.0,59.0,,,,,,,,,,,,,,,,,61.0,59.0,,,62.0,59.0,61.0,59.0,61.0,59.0,164.0,,237.0,,,,,,,,,214.0,,137.0,217.0,-94.57720839977264,-94.57720839977264,97.7787629365921,-3.201554536819458,,,-0.08200502395629883,-3.290014624595642,-91.287193775177,53.545119643211365,-0.4199882745742798,42.650474548339844,1.6183857917785645,38.94047164916992,-41.03208875656128,,,,,,,,,,,,,,,,,,,94.65921342372894,-0.08200502395629883,-1.550446039340535,1.602930539944133,-0.052484500603597675,1.0,3.0000752276545706e-19,0.165427490750106,1.2256544322184547e-17,0.021472780282659178,0.03681801715685202,0.165427490750106,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0170-off_by_one-0,-99.131094455719,-77.54539346694946,,,-25.735920906066895,-38.13148021697998,-8.471293210983276,-9.948137521743774,,,,,,,,,,,,,,,,,-7.116459608078003,-7.018960952758789,,,-92.88561141490936,-113.73970687389374,-100.09822738170624,-77.84449660778046,-11.801555395126343,-12.486815214157104,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,59.0,55.0,,,53.0,57.0,59.0,55.0,,,,,,,,,,,,,,,,,59.0,55.0,,,53.0,57.0,59.0,55.0,59.0,55.0,255.0,,427.0,,,,,,,,,303.0,,228.0,306.0,-91.62693417072296,-91.62693417072296,92.98176777362823,-1.3548336029052734,,,3.3302621841430664,-0.9671329259872437,-90.65980124473572,67.89635908603668,0.29910314083099365,22.25373077392578,-1.476844310760498,21.58570098876953,-23.73057508468628,,,,,,,,,,,,,,,,,,,88.2966719865799,3.3302621841430664,-1.5529988842495417,1.5759621656547158,-0.022963281405174125,1.0,2.1643495168928825e-10,0.8140954381954209,4.221328718735475e-10,0.47564462660433493,0.6649116216462576,0.8140954379789859,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0172-flip_arith-2,-48.47850322723389,-35.094183921813965,,,-28.41206169128418,-36.3127498626709,-7.848348438739777,-14.563851833343506,,,,,,,,,,,,,,,,,-3.499972343444824,-8.917881965637207,,,-51.65354710072279,-58.93142872303724,-50.12528782337904,-36.83116703480482,-9.679683238267899,-15.920703411102295,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,66.0,66.0,,,65.0,67.0,66.0,66.0,,,,,,,,,,,,,,,,,66.0,66.0,,,65.0,67.0,66.0,66.0,66.0,66.0,203.0,,272.0,,,,,,,,,256.0,,174.0,259.0,-42.27693938463926,-42.27693938463926,46.625315479934216,-4.348376095294952,,,1.831334799528122,-1.646784596145153,-40.63015478849411,22.267315201461315,1.7369831129908562,13.294120788574219,-6.715503394603729,13.384319305419922,-20.009624183177948,,,,,,,,,,,,,,,,,,,40.44560458511114,1.831334799528122,-0.6405596876460494,0.7064441739383972,-0.06588448629234776,1.0,1.6843634524644048e-06,0.9987894901802735,1.5390875078714983e-06,0.9955831840733131,0.9980559194634748,0.998787805816821,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0223-flip_bool-1,-137.64659118652344,-125.5180892944336,,,-19.17089033126831,-38.728561878204346,-8.090036153793335,-9.223031997680664,,,,,,,,,,,,,,,,,-9.761906862258911,-8.31252646446228,,,-128.65271699428558,-153.06660401821136,-137.61593568325043,-125.64833009243011,-11.872823715209961,-12.464718341827393,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,168.0,168.0,,,168.0,169.0,168.0,168.0,,,,,,,,,,,,,,,,,168.0,168.0,,,168.0,169.0,168.0,168.0,168.0,168.0,280.0,,469.0,,,,,,,,,435.0,,251.0,438.0,-129.5258995294571,-129.5258995294571,127.85402882099152,1.6718707084655762,,,3.782787561416626,0.030655503273010254,-129.5565550327301,116.42529809474945,0.130240797996521,11.967605590820312,-1.132995843887329,12.128501892089844,-13.100601434707642,,,,,,,,,,,,,,,,,,,125.74311196804047,3.782787561416626,-0.7709874971991494,0.7610358858392352,0.009951611359914144,1.0,6.046739416413636e-06,0.7563825344207127,5.403264254946908e-06,0.1900969417123037,0.6437997428406611,0.7563764876812963,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0226-flip_arith-2,-44.17268109321594,-28.57709050178528,,,-26.493135452270508,-33.68862724304199,-11.505451202392578,-12.377262115478516,,,,,,,,,,,,,,,,,-8.116989374160767,-7.147434234619141,,,-44.08178184181452,-54.74168632179499,-44.47774741798639,-28.351990200579166,-12.825308322906494,-13.091603755950928,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,40.0,40.0,,,39.0,41.0,40.0,40.0,,,,,,,,,,,,,,,,,40.0,40.0,,,39.0,41.0,40.0,40.0,40.0,40.0,169.0,,277.0,,,,,,,,,198.0,,142.0,201.0,-32.972296215593815,-32.972296215593815,36.360758043825626,-3.3884618282318115,,,1.319857120513916,-0.3050663247704506,-32.667229890823364,15.97472808510065,-0.2251003012061119,16.125757217407227,-0.8718109130859375,15.595590591430664,-16.997568130493164,,,,,,,,,,,,,,,,,,,31.6524390950799,1.319857120513916,-0.8243074053898454,0.9090189510956407,-0.08471154570579528,1.0,9.923674637343464e-08,0.70512221748397,1.6862462267891511e-07,0.2749691812152369,0.5661832141153026,0.7051221182472236,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0228-flip_comparison-0,-111.1203761100769,-72.72529554367065,,,-38.117581367492676,-38.125733375549316,-10.843775510787964,-21.160435676574707,,,,,,,,,,,,,,,,,-3.6321135759353638,-12.800617218017578,,,-84.07182884216309,-83.14369773864746,-108.72167778015137,-70.28095054626465,-7.3606045842170715,-17.7432541847229,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,70.0,69.0,,,69.0,68.0,70.0,69.0,,,,,,,,,,,,,,,,,70.0,69.0,,,69.0,68.0,70.0,69.0,70.0,69.0,191.0,,291.0,,,,,,,,,250.0,,164.0,253.0,-97.8779022693634,-97.8779022693634,105.089564204216,-7.2116619348526,,,-3.4831709265708923,2.398698329925537,-100.27660059928894,49.12051486968994,-2.444344997406006,38.44072723388672,-10.316660165786743,38.39508056640625,-48.75738739967346,,,,,,,,,,,,,,,,,,,101.3610731959343,-3.4831709265708923,-1.3982557467051915,1.5012794886316572,-0.10302374192646571,1.0,2.020238814076899e-17,0.9999669236871811,2.114600729909798e-17,0.9998957384496886,0.9999690358528126,0.9999669236871811,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0235-flip_comparison2-1,-102.71846413612366,-88.78437447547913,,,-33.74737215042114,-25.674944400787354,-8.659909963607788,-12.83689546585083,,,,,,,,,,,,,,,,,-7.247159481048584,-10.702492713928223,,,-122.1977390050888,-89.18556249141693,-102.61185491085052,-87.87157475948334,-10.60963773727417,-14.433323860168457,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,70.0,69.0,,,71.0,64.0,70.0,69.0,,,,,,,,,,,,,,,,,70.0,69.0,,,71.0,64.0,70.0,69.0,70.0,69.0,158.0,,223.0,,,,,,,,,219.0,,133.0,222.0,-93.95194494724274,-93.95194494724274,95.36469542980194,-1.412750482559204,,,1.9497277736663818,0.10660922527313232,-94.05855417251587,75.03467929363251,-0.9127997159957886,14.740280151367188,-4.176985502243042,13.934089660644531,-18.91726565361023,,,,,,,,,,,,,,,,,,,92.00221717357635,1.9497277736663818,-1.3421706421034676,1.3623527918543135,-0.020182149750845774,1.0,3.1260992943916016e-07,0.9848871671609294,8.881807664705946e-07,0.9693897916394081,0.9786199709691599,0.984886854551,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0239-off_by_one-1,-99.62728238105774,-79.8542492389679,,,-20.54523277282715,-27.490952491760254,-12.927256464958191,-12.901476383209229,,,,,,,,,,,,,,,,,-6.0045530796051025,-5.787607669830322,,,-87.76089763641357,-95.16157817840576,-102.56988048553467,-82.33027172088623,-9.108155012130737,-9.081535816192627,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,133.0,130.0,,,131.0,125.0,133.0,130.0,,,,,,,,,,,,,,,,,133.0,130.0,,,131.0,125.0,133.0,130.0,133.0,130.0,204.0,,408.0,,,,,,,,,326.0,,177.0,329.0,-89.64262402057648,-89.64262402057648,96.56532740592957,-6.922703385353088,,,-3.8191014528274536,-2.9425981044769287,-86.70002591609955,69.428795337677,2.476022481918335,20.239608764648438,0.025780081748962402,19.773033142089844,-20.213828682899475,,,,,,,,,,,,,,,,,,,93.46172547340393,-3.8191014528274536,-0.6740046918840337,0.7260550932776659,-0.05205040139363224,1.0,1.6149170922422343e-09,0.49343551379391426,2.5863114039746454e-09,0.4459753720231278,0.4933455939433021,0.49343551217899717,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0247-off_by_one-0,-60.04615545272827,-42.459508419036865,,,-31.78800868988037,-52.33328723907471,-14.366154789924622,-16.416517972946167,,,,,,,,,,,,,,,,,-6.226522445678711,-6.6952948570251465,,,-53.27187520265579,-75.45838338136673,-58.47171574831009,-40.596231281757355,-10.326457500457764,-11.21510648727417,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,173.0,170.0,,,162.0,171.0,173.0,170.0,,,,,,,,,,,,,,,,,173.0,170.0,,,162.0,171.0,173.0,170.0,173.0,170.0,170.0,,406.0,,,,,,,,,332.0,,143.0,335.0,-44.10556095838547,-44.10556095838547,52.24519330263138,-8.13963234424591,,,-4.039697289466858,1.5744397044181824,-45.68000066280365,24.179713308811188,-1.8632771372795105,17.875484466552734,-2.0503631830215454,17.586647033691406,-19.92584764957428,,,,,,,,,,,,,,,,,,,48.145258247852325,-4.039697289466858,-0.25494543906581196,0.30199533700942993,-0.04704989794361798,1.0,1.7249414947198158e-08,0.8859842898874383,2.302587952776858e-08,0.6150931614958991,0.7086112922099074,0.8859842726380234,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0272-index_shift-0,-66.03954911231995,-47.24262070655823,,,-25.41745948791504,-32.82104301452637,-8.705576419830322,-12.717840671539307,,,,,,,,,,,,,,,,,-6.969174146652222,-5.07151460647583,,,-58.06731754541397,-82.00107532739639,-70.47851520776749,-51.21601063013077,-13.791277885437012,-13.566343307495117,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,26.0,25.0,,,22.0,27.0,26.0,25.0,,,,,,,,,,,,,,,,,26.0,25.0,,,22.0,27.0,26.0,25.0,26.0,25.0,280.0,,341.0,,,,,,,,,293.0,,251.0,296.0,-61.772938787937164,-61.772938787937164,63.509341061115265,-1.7364022731781006,,,5.0857014656066895,-4.43896609544754,-57.333972692489624,38.49816995859146,3.9733899235725403,19.26250457763672,-4.012264251708984,18.79692840576172,-23.274768829345703,,,,,,,,,,,,,,,,,,,56.687237322330475,5.0857014656066895,-2.3758822610745063,2.4426669638890486,-0.06678470281454232,1.0,4.30468404401242e-09,0.9822290808879619,6.864323042094102e-09,0.13037359761310988,0.44400225976371754,0.9822290765832778,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0274-flip_comparison-0,-75.19173002243042,-41.32419538497925,,,-11.096127986907959,,-5.571426630020142,-9.862497806549072,,,,,,,,,,,,,,,,,-4.776004791259766,-7.426987171173096,,,-39.97748422622681,,-78.87624216079712,-43.91847848892212,-9.401421070098877,-11.923913478851318,False,False,,,False,,False,False,,,,,,,,,,,,,,,,,False,False,,,False,,False,False,False,False,28.0,26.0,,,17.0,,28.0,26.0,,,,,,,,,,,,,,,,,28.0,26.0,,,17.0,,28.0,26.0,28.0,26.0,172.0,,215.0,,,,,,,,,189.0,,145.0,192.0,-73.30481553077698,-73.30481553077698,74.10023736953735,-0.795421838760376,,,3.8299944400787354,-3.684512138366699,-69.62030339241028,34.05598068237305,2.594283103942871,34.957763671875,-4.291071176528931,33.86753463745117,-39.24883484840393,,,,,,,,,,,,,,,,,,,69.47482109069824,3.8299944400787354,-2.6180291260991777,2.6464370489120483,-0.02840792281287057,1.0,1.2535080866376619e-17,0.9826297473896338,1.956665516709773e-15,0.9340715131548443,0.9257036557135143,0.9826297473896338,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0280-flip_arith-3,-39.583760023117065,-31.319668531417847,,,-24.30793809890747,-18.905370235443115,-5.792780965566635,-7.173721432685852,,,,,,,,,,,,,,,,,-2.6608768701553345,-3.4906450510025024,,,-57.053093791007996,-43.67427146434784,-38.85844123363495,-31.17253577709198,-8.759351283311844,-10.618836879730225,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,61.0,61.0,,,61.0,58.0,61.0,61.0,,,,,,,,,,,,,,,,,61.0,61.0,,,61.0,58.0,61.0,61.0,61.0,61.0,284.0,,375.0,,,,,,,,,332.0,,255.0,335.0,-33.065660268068314,-33.065660268068314,36.197564363479614,-3.1319040954113007,,,2.9665703177452087,0.7253187894821167,-33.79097905755043,23.998814344406128,-0.1471327543258667,7.685905456542969,-1.380940467119217,8.264091491699219,-9.066845923662186,,,,,,,,,,,,,,,,,,,30.099089950323105,2.9665703177452087,-0.5420600043945625,0.5934026944832723,-0.05134269008870985,1.0,0.0004590422407477379,0.7991407053089657,0.00025753651003244596,0.696305910651905,0.8652369788559273,0.798681663068218,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0281-flip_comparison2-0,-20.28464937210083,-15.191301822662354,,,-21.435057163238525,-23.475882053375244,-4.916921496391296,-9.120957374572754,,,,,,,,,,,,,,,,,-6.473819255828857,-8.742857933044434,,,-29.552244931459427,-34.08458974957466,-22.458689481019974,-17.51627615094185,-9.918525695800781,-14.268638610839844,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,25.0,25.0,,,25.0,24.0,25.0,25.0,,,,,,,,,,,,,,,,,25.0,25.0,,,25.0,24.0,25.0,25.0,25.0,25.0,169.0,,193.0,,,,,,,,,181.0,,140.0,184.0,-17.541767984628677,-17.541767984628677,15.984870225191116,1.556897759437561,,,5.001604199409485,-2.1740401089191437,-15.367727875709534,8.395318776369095,2.3249743282794952,4.942413330078125,-4.2040358781814575,5.093347549438477,-9.146449208259583,,,,,,,,,,,,,,,,,,,12.540163785219193,5.001604199409485,-0.7016707193851471,0.6393948090076447,0.06227591037750244,1.0,0.007086729836157874,0.9852845251581911,0.006100001681552734,0.9062801683259462,0.9872590709268971,0.9781977953220332,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0283-flip_bool-1,-77.40204358100891,-68.44809460639954,,,-12.458438396453857,-18.508617401123047,-5.752681612968445,-7.221517562866211,,,,,,,,,,,,,,,,,-4.731939077377319,-5.442331075668335,,,-70.98397660255432,-82.69711899757385,-77.79000687599182,-68.54282975196838,-7.321971893310547,-10.133125305175781,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,75.0,75.0,,,75.0,74.0,75.0,75.0,,,,,,,,,,,,,,,,,75.0,75.0,,,75.0,74.0,75.0,75.0,75.0,75.0,168.0,,240.0,,,,,,,,,230.0,,139.0,233.0,-72.03732526302338,-72.03732526302338,73.0580677986145,-1.0207425355911255,,,1.569290280342102,-0.38796329498291016,-71.64936196804047,61.32131218910217,0.09473514556884766,9.247177124023438,-1.4688359498977661,8.953948974609375,-10.716013073921204,,,,,,,,,,,,,,,,,,,70.46803498268127,1.569290280342102,-0.9604976701736451,0.9741075706481933,-0.01360990047454834,1.0,8.865624197181812e-05,0.8120706063720345,0.00012920914439077224,0.6704877713150872,0.9432755661005523,0.8119819501300627,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0293-flip_arith-2,-39.81190347671509,-35.710474491119385,,,-21.531598329544067,-36.97422909736633,-5.545448064804077,-9.247896432876587,,,,,,,,,,,,,,,,,-3.3373193740844727,-7.687119126319885,,,-45.936216592788696,-61.1545889377594,-36.71519684791565,-32.961347818374634,-8.290740966796875,-13.633460998535156,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,26.0,26.0,,,25.0,27.0,26.0,26.0,,,,,,,,,,,,,,,,,26.0,26.0,,,25.0,27.0,26.0,26.0,26.0,26.0,187.0,,293.0,,,,,,,,,202.0,,160.0,205.0,-31.169748783111572,-31.169748783111572,33.37787747383118,-2.2081286907196045,,,2.745292901992798,3.0967066287994385,-34.26645541191101,23.713451385498047,-2.749126672744751,3.7538490295410156,-3.7024483680725098,4.101428985595703,-7.456297397613525,,,,,,,,,,,,,,,,,,,28.424455881118774,2.745292901992798,-1.1988364916581373,1.283764518224276,-0.08492802656613864,1.0,0.022891068090517504,0.975930449390801,0.016279598950883486,0.9872551311768043,0.9952399231875373,0.9530393813002834,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0297-drop_negation-0,-137.06488347053528,-111.89312291145325,,,-25.364548683166504,-32.33964824676514,-4.9711878299713135,-10.612017631530762,,,,,,,,,,,,,,,,,-4.141977906227112,-6.856711983680725,,,-124.72224020957947,-134.752521276474,-134.41176199913025,-110.05025839805603,-11.005563974380493,-13.504685401916504,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,90.0,90.0,,,88.0,92.0,90.0,90.0,,,,,,,,,,,,,,,,,90.0,90.0,,,88.0,92.0,90.0,90.0,90.0,90.0,388.0,,576.0,,,,,,,,,465.0,,359.0,468.0,-129.44057416915894,-129.44057416915894,130.26978409290314,-0.8292099237442017,,,6.03437614440918,2.6531214714050293,-132.09369564056396,99.43824076652527,-1.8428645133972168,24.36150360107422,-5.640829801559448,25.17176055908203,-30.002333402633667,,,,,,,,,,,,,,,,,,,123.40619802474976,6.03437614440918,-1.4382286018795438,1.4474420454767016,-0.009213443597157795,1.0,2.6298636405802546e-11,0.9964626345290226,1.1696159696255478e-11,0.9378904900568055,0.9240802058278844,0.996462634502724,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0304-index_shift-3,-120.14227628707886,-98.88032865524292,,,-20.292502880096436,-19.35103750228882,-7.249885082244873,-11.965331077575684,,,,,,,,,,,,,,,,,-5.110275030136108,-7.663589239120483,,,-112.94238436222076,-111.03501284122467,-119.61972963809967,-97.83779299259186,-9.782461285591125,-13.38151502609253,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,93.0,92.0,,,93.0,93.0,93.0,92.0,,,,,,,,,,,,,,,,,93.0,92.0,,,93.0,93.0,93.0,92.0,93.0,92.0,215.0,,325.0,,,,,,,,,295.0,,186.0,298.0,-112.3698445558548,-112.3698445558548,114.50945460796356,-2.1396100521087646,,,2.5325762033462524,0.522546648979187,-112.89239120483398,85.87246191501617,-1.042535662651062,21.781936645507812,-4.7154459953308105,21.261947631835938,-26.497382640838623,,,,,,,,,,,,,,,,,,,109.83726835250854,2.5325762033462524,-1.2082778984500515,1.2312844581501459,-0.023006559700094242,1.0,3.469158831187524e-10,0.991116042123818,5.835169402909811e-10,0.9277958508772287,0.9733784971719743,0.9911160417769022,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0306-index_shift-1,-134.8402738571167,-126.97290325164795,,,-26.37611484527588,-26.5764741897583,-7.203455686569214,-14.617229461669922,,,,,,,,,,,,,,,,,-4.6253111362457275,-11.399279832839966,,,-134.6081919670105,-132.33132123947144,-136.385413646698,-128.8967204093933,-7.798191666603088,-14.772955417633057,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,193.0,193.0,,,196.0,188.0,193.0,193.0,,,,,,,,,,,,,,,,,193.0,193.0,,,196.0,188.0,193.0,193.0,193.0,193.0,283.0,,508.0,,,,,,,,,463.0,,254.0,466.0,-129.18195796012878,-129.18195796012878,131.76010251045227,-2.5781445503234863,,,0.5947359800338745,-1.5451397895812988,-127.63681817054749,114.27949094772339,1.9238171577453613,7.4886932373046875,-7.413773775100708,7.86737060546875,-14.902467012405396,,,,,,,,,,,,,,,,,,,128.5872219800949,0.5947359800338745,-0.6693365697415999,0.6826948316603745,-0.01335826191877454,1.0,0.0005398808112647389,0.9993974634761831,0.00038289353944038714,0.9988581564715717,0.9990656864797662,0.9988575826649183,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0308-flip_bool-0,-35.70602607727051,-27.563312530517578,,,-26.242578506469727,-33.61784362792969,-9.01925814151764,-14.243955612182617,,,,,,,,,,,,,,,,,-4.311851680278778,-9.191049575805664,,,-38.65586614608765,-48.39220952987671,-33.74395513534546,-25.71045446395874,-9.703291803598404,-15.64453125,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,37.0,37.0,,,36.0,38.0,37.0,37.0,,,,,,,,,,,,,,,,,37.0,37.0,,,36.0,38.0,37.0,37.0,37.0,37.0,301.0,,377.0,,,,,,,,,325.0,,272.0,328.0,-24.72469699382782,-24.72469699382782,29.43210345506668,-4.707406461238861,,,0.6840336620807648,1.9620709419250488,-26.68676793575287,11.466498851776123,-1.852858066558838,8.033500671386719,-5.224697470664978,8.14271354675293,-13.258198142051697,,,,,,,,,,,,,,,,,,,24.040663331747055,0.6840336620807648,-0.6682350538872384,0.7954622555423427,-0.12722720165510434,1.0,0.00032430458200191165,0.994646790031508,0.0002907623324810937,0.9924542610130684,0.9973781228981314,0.9943224854495061,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0310-drop_negation-0,-31.018019556999207,-29.79229438304901,,,-30.11123752593994,-35.91354846954346,-8.404193699359894,-15.995351791381836,,,,,,,,,,,,,,,,,-4.526486396789551,-10.669270515441895,,,-42.00435157120228,-49.05996985733509,-30.703492119908333,-29.34499068558216,-11.074142456054688,-19.16448974609375,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,26.0,27.0,,,26.0,28.0,26.0,27.0,,,,,,,,,,,,,,,,,26.0,27.0,,,26.0,28.0,26.0,27.0,26.0,27.0,204.0,,252.0,,,,,,,,,217.0,,175.0,220.0,-22.29929842054844,-22.29929842054844,26.177005723118782,-3.877707302570343,,,2.6699487566947937,0.3145274370908737,-22.613825857639313,13.349638894200325,-0.4473036974668503,1.3585014343261719,-7.591158092021942,1.2257251739501953,-8.949659526348114,,,,,,,,,,,,,,,,,,,19.629349663853645,2.6699487566947937,-0.8576653238672477,1.0068079124276454,-0.1491425885603978,1.0,0.20448344906264712,0.9994953584174529,0.2269304959365542,0.9978556756088988,0.9996936106031822,0.7950119093548057,0.0,0.0,0.0
qwen2.5-0.5b,coderepair,mbpp-0311-drop_negation-2,-112.97599148750305,-100.76442074775696,,,-37.898136615753174,-34.50553369522095,-4.357356309890747,-11.141433238983154,,,,,,,,,,,,,,,,,-5.830553293228149,-10.716693639755249,,,-138.20642137527466,-130.9526219367981,-113.4982533454895,-101.54020738601685,-9.586633920669556,-15.662147521972656,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,83.0,83.0,,,85.0,85.0,83.0,83.0,,,,,,,,,,,,,,,,,83.0,83.0,,,85.0,85.0,83.0,83.0,83.0,83.0,163.0,,247.0,,,,,,,,,233.0,,134.0,236.0,-109.14089703559875,-109.14089703559875,107.66770005226135,1.4731969833374023,,,5.229277610778809,-0.5222618579864502,-108.6186351776123,90.39877414703369,0.7757866382598877,11.958045959472656,-6.784076929092407,12.211570739746094,-18.742122888565063,,,,,,,,,,,,,,,,,,,103.91161942481995,5.229277610778809,-1.314950566693961,1.297201205448932,0.017749361245028943,1.0,6.407429593400743e-06,0.9988696273716332,4.972560236730563e-06,0.992506074296333,0.9977068054402212,0.9988632199420399,0.0,0.0,0.0
